Set,Category,ImagePath
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8240676.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8252533.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8278653.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_829350.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_830549.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8312517.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8343610.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8365769.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8377164.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8378137.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_842577.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8431637.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8475486.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8489443.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8513502.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8521861.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_859859.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8601269.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8633317.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8639759.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8652373.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8655244.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8707754.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_872654.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8764085.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8806446.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8813906.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8861363.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8881668.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8899662.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8911067.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8913468.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8917656.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8931020.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_8967182.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9070993.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9101461.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9155400.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9243261.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9294862.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9316292.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9321909.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9357218.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9375450.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9388648.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9402163.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9428051.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9430189.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9430649.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9436506.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9505133.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9515134.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9570645.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9629592.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_964885.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9653084.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9759050.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9767672.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9775491.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_980394.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_983506.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9881127.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9911436.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_992349.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9946110.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_9952687.jpg
Train,Angry,dataset\Comp472OriginalDataSet\Train\Angry\Training_999232.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1018317.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1027250.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1041361.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1065829.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1122712.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1129986.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1142887.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1151951.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1154270.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1154381.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1155391.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1161132.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1193951.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1195432.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1196542.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1201837.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1214649.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1221706.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1227261.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1269926.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1278231.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_127944.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1304413.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1314754.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1318112.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1329072.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1338751.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1356296.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1359924.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1364426.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1383157.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1389208.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1409503.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1433924.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_143503.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1460262.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1505570.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1527457.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1529248.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1543443.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1548283.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1558990.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1564486.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1577302.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_158782.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1596849.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1600279.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1603171.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_160942.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1633314.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1646924.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_164916.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1653514.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1657764.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1658507.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1674498.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1689717.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_169588.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1722084.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1726444.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1730353.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1736801.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1742253.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_177442.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1800904.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1801260.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1834898.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_184621.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_185749.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1866804.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1870895.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1879586.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1889764.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1900051.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1902224.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1903097.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1918710.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1919558.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1938153.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1954654.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_195994.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_196501.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1968260.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1979096.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1983798.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_1997250.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2046887.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2051625.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2057213.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2082775.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2093738.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2109305.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2126885.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2131189.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2147874.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2178475.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2179000.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2190921.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2208115.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2217644.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2223754.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2242032.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2259595.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2260379.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2292951.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2293129.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2300493.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2310215.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2327362.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2351498.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2354823.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2372163.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2389682.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2402377.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2420835.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2429948.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2432161.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2438827.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2456712.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2457089.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2461122.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2470912.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_247146.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2483692.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2491984.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2498877.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2511969.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2542670.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2544132.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2550993.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2572847.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2578107.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2598164.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2607621.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2620958.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2623480.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2657167.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2660592.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2688107.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2734418.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2747775.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2762255.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2765515.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2773937.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2806328.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2808062.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2816273.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2821689.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2830001.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_283630.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2843848.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2856252.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2893700.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2896698.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2900965.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2903091.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2922034.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2924416.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2949575.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_295282.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2963447.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_2984713.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3006359.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3012811.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3033390.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3039870.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3050550.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3052963.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3058822.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3072809.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3080021.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3083301.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_309009.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3118501.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3137065.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3140863.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3180774.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3197211.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3215060.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3216904.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3224066.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3230661.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3232896.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3241567.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3254528.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3257788.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3260719.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3264718.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3265322.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3285580.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3313375.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_335906.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3377136.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3382617.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3400357.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3416891.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3426091.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3439464.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3452965.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3457216.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3469671.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3473797.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3478453.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3495965.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3506356.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_351152.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3535022.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3535807.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3540209.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_354659.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3549215.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_355217.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3599060.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3610534.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3614480.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3630442.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3646207.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3651822.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3661380.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3699660.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3702199.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3705381.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_371241.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3713251.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3720083.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3723238.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3729387.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3770088.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3777578.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3780372.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3815265.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3829259.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3855354.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3864728.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3887027.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3939045.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3954538.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_395846.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3973767.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3984085.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3986626.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_3995639.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4034041.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4049459.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4089722.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4109789.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4110745.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4111307.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4135365.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4135647.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4137746.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4141943.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4158003.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4163204.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4181294.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4182338.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4185635.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4209568.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4222047.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4250285.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4272333.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4276964.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4289906.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4291394.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_4294311.jpg
Train,Happy,dataset\Comp472OriginalDataSet\Train\Happy\Training_430147.jpg
